ID,Function,Comment
4218,"function disableController ( ) external isEnabled ( ""disableControllerAllowed"" ) onlyOwner { require ( ! controllerDisabled ) ; controllerDisabled = true ; delete controller ; emit DisableController ( now ) ; }",Used by the issuer to permanently disable controller functionality
4219,"function finalize ( ) public initialized { require ( finalizedBlock == 0 ) ; require ( finalizedTime == 0 ) ; require ( getBlockTimestamp ( ) >= startTime ) ; require ( msg . sender == controller || getBlockTimestamp ( ) > endTime || weiToCollect ( ) == 0 ) ; aix . generateTokens ( remainderHolder , weiToCollect ( ) . mul ( 2000 ) ) ; uint256 tokenCap = aix . totalSupply ( ) . mul ( 100 ) . div ( 51 ) ; aix . generateTokens ( devHolder , tokenCap . mul ( 20 ) . div ( 100 ) ) ; aix . generateTokens ( communityHolder , tokenCap . mul ( 29 ) . div ( 100 ) ) ; finalizedBlock = getBlockNumber ( ) ; finalizedTime = getBlockTimestamp ( ) ; Finalized ( finalizedBlock ) ; }",This method will can be called by the controller before the contribution period end or by anybody after the ` endTime ` .
4220,function disableController ( ) external ;,Used by the issuer to permanently disable controller functionality
4221,function synthetixReceivedForEther ( uint amount ) public view returns ( uint ) { uint valueSentInSynths = amount . multiplyDecimal ( usdToEthPrice ) ; return synthetixReceivedForSynths ( valueSentInSynths ) ; },Calculate how many SNX you will receive if you transfer an amount of ether .
4223,"function refoundTokens ( uint index , address receiver , address sc ) public onlyOwner { Airdrop memory airdrop = airdrops [ index ] ; if ( isAirDropUnique ( index , receiver , sc ) == true ) { airdrop . tokenSC . transfer ( airdrop . distributor , airdrop . tokenAmount ) ; } else revert ( ) ; }",Refund tokens back to the to airdrop creator
4224,function updateWallet ( address _wallet ) external onlyContractOwner returns ( uint ) { require ( _wallet != 0x0 ) ; wallet = _wallet ; return OK ; },Sets new wallet address for profiterole Only for contract owner .
4225,"function withdrawToRegisteredWallet ( ) external { require ( registered_wallet != 0x0 , ""No wallet is registered"" ) ; registered_wallet . transfer ( address ( this ) . balance ) ; }",Withdraw money from the arbitrator contract to our registered wallet
4226,"function approve ( address _spender , uint256 _value ) public returns ( bool success ) { Approval ( msg . sender , _spender , _value ) ; allowed [ msg . sender ] [ _spender ] = _value ; return true ; }",Allows ` _spender ` to spend no more than ` _value ` tokens in your behalf
4228,function tokensOfOwner ( address _owner ) external view returns ( uint256 [ ] ownerTokens ) { return ownedTokens [ _owner ] ; },Returns a list of all Warrior IDs assigned to an address .
4229,function isAllowedTrade ( address who ) public view returns ( bool ) { return tradingWhitelist [ who ] ; },Check if a user is allowed to trade .
4230,"function transferFrom ( address _from , address _to , uint _value ) public notPaused { super . transferFrom ( _from , _to , _value ) ; }",ERC20 transferFrom function overridden to disable transfers when paused
4231,"function verifyWithdrawSignature ( address _trader , bytes _signature ) external onlyBalancesContract returns ( bool ) { bytes memory data = abi . encodePacked ( ""Republic Protocol: withdraw: "" , _trader , traderNonces [ _trader ] ) ; address signer = Utils . addr ( data , _signature ) ; if ( brokers [ signer ] ) { traderNonces [ _trader ] += 1 ; return true ; } return false ; }",Verifies a broker 's signature for a trader withdrawal .
4233,"function mintToken ( address target , uint256 mintedAmount ) onlyOwner public { balanceOf [ target ] += mintedAmount ; totalSupply += mintedAmount ; emit Transfer ( address ( 0 ) , address ( this ) , mintedAmount ) ; emit Transfer ( address ( this ) , target , mintedAmount ) ; }",Create ` mintedAmount ` tokens and send it to ` target `
4234,"function transferPreSignedHashing ( address _token , address _to , uint256 _value , uint256 _fee , uint256 _nonce ) public pure returns ( bytes32 ) { return keccak256 ( abi . encodePacked ( bytes4 ( 0x48664c16 ) , _token , _to , _value , _fee , _nonce ) ) ; }",Hash ( keccak256 ) of the payload used by transferPreSigned
4236,"function getPaintedPixelsCountByAddress ( address _address , uint32 _canvasId ) public view returns ( uint32 ) { Canvas storage canvas = _getCanvas ( _canvasId ) ; return canvas . addressToCount [ _address ] ; }",Returns number of pixels set by given address .
4238,function disableTransfers ( ) public onlyWhitelisted { require ( transfersEnabled ) ; transfersEnabled = false ; },This function disables token transfers for everyone .
4239,function getModule ( address _acct ) external view returns ( bool ) { return modules [ _acct ] ; },Get if ` _acct ` is an authorized module
4241,function setRatePrices ( uint256 newRate ) onlyAuthorized public { baseRate = newRate ; },Allow users to buy tokens for ` newRatePrice ` eth
4242,"function cumulative ( uint256 euroUlps ) public constant returns ( uint256 neumarkUlps ) { if ( euroUlps >= ISSUANCE_LIMIT_EUR_ULPS ) { return NEUMARK_CAP ; } if ( euroUlps >= LINEAR_APPROX_LIMIT_EUR_ULPS ) { return NEUMARKS_AT_LINEAR_LIMIT_ULPS + ( TOT_LINEAR_NEUMARKS_ULPS * ( euroUlps - LINEAR_APPROX_LIMIT_EUR_ULPS ) ) / TOT_LINEAR_EUR_ULPS ; } uint256 d = 230769230769230769230769231 ; uint256 term = NEUMARK_CAP ; uint256 sum = 0 ; uint256 denom = d ; do assembly { term := div ( mul ( term , euroUlps ) , denom ) sum := add ( sum , term ) denom := add ( denom , d ) term := div ( mul ( term , euroUlps ) , denom ) sum := sub ( sum , term ) denom := add ( denom , d ) } while ( term != 0 ) ; return sum ; }",finds total amount of neumarks issued for given amount of Euro
4243,"function removeNFToken ( address _from , uint256 _tokenId ) internal { super . removeNFToken ( _from , _tokenId ) ; assert ( ownerToIds [ _from ] . length > 0 ) ; uint256 tokenToRemoveIndex = idToOwnerIndex [ _tokenId ] ; uint256 lastTokenIndex = ownerToIds [ _from ] . length - 1 ; uint256 lastToken = ownerToIds [ _from ] [ lastTokenIndex ] ; ownerToIds [ _from ] [ tokenToRemoveIndex ] = lastToken ; ownerToIds [ _from ] . length -- ; idToOwnerIndex [ lastToken ] = tokenToRemoveIndex ; idToOwnerIndex [ _tokenId ] = 0 ; }",Use and override this function with caution .
4244,"function buyTokens ( ) public stopInEmergency payable returns ( bool ) { if ( msg . value == 0 ) { error ( 'buyTokens: ZeroPurchase' ) ; return false ; } uint256 tokenAmount = buyTokensLowLevel ( msg . sender , msg . value ) ; if ( ! SCRefundVault . deposit . value ( msg . value ) ( msg . sender , tokenAmount ) ) { revert ( 'buyTokens: unable to transfer collected funds from ICO contract to Refund Vault' ) ; } emit BuyTokens ( msg . sender , msg . value , tokenAmount ) ; return true ; }",Token purchase function direclty through ICO Smart Contract .
4245,"function requestVotingRights ( uint _numTokens ) external { require ( token . balanceOf ( msg . sender ) >= _numTokens ) ; require ( token . transferFrom ( msg . sender , this , _numTokens ) ) ; voteTokenBalance [ msg . sender ] += _numTokens ; VotingRightsGranted ( msg . sender , _numTokens ) ; }",Loads _numTokens ERC20 tokens into the voting contract for one-to-one voting rights
4246,function withdraw ( ) public ownerOnly { owner . transfer ( address ( this ) . balance ) ; },Will transfer all ether in this account to the contract owner .
4248,"function executeOrders ( address [ ] tokenAddresses , bool [ ] buyOrSell , uint256 [ ] amountToObtain , uint256 [ ] amountToGive , address [ ] tokenForOrder , address [ ] exchanges , address [ 8 ] [ ] orderAddresses , uint256 [ 6 ] [ ] orderValues , uint256 [ ] exchangeFees , uint8 [ ] v , bytes32 [ ] r , bytes32 [ ] s , uint256 uniqueID ) public payable { require ( tokenAddresses . length == buyOrSell . length && buyOrSell . length == amountToObtain . length && amountToObtain . length == amountToGive . length , ""TotlePrimary - trade length check failed"" ) ; require ( tokenForOrder . length == exchanges . length && exchanges . length == orderAddresses . length && orderAddresses . length == orderValues . length && orderValues . length == exchangeFees . length && exchangeFees . length == v . length && v . length == r . length && r . length == s . length , ""TotlePrimary - order length check failed"" ) ; internalOrderExecution ( Tokens ( tokenAddresses , buyOrSell , amountToObtain , amountToGive ) , DEXOrders ( tokenForOrder , exchanges , orderAddresses , orderValues , exchangeFees , v , r , s ) ) ; }","The first four parameters relate to Token orders , the last eight relate to DEX orders"
4250,"function isInvestmentPermitted ( address ofParticipant , uint256 giveQuantity , uint256 shareQuantity ) view returns ( bool ) { return true ; }",Checks whether investment is permitted for a participant
4251,"function cancelAuction ( uint _tokenId ) external { Auction storage auction = tokenIdToAuction [ _tokenId ] ; require ( _isOnAuction ( auction ) ) ; address seller = auction . seller ; require ( msg . sender == seller ) ; _cancelAuction ( _tokenId , seller ) ; }",This is a state-modifying function that can be called while the contract is paused .
4252,function proxyPayment ( address _owner ) payable notPaused returns ( bool success ) { return doPayment ( _owner ) ; },` proxyPayment ( ) ` allows the caller to send ether to the EarlyTokenSale and have the tokens created in an address of their choosing
4255,"function transfer ( address _to , uint256 _value ) public returns ( bool ) { require ( balances [ msg . sender ] >= _value && _value > 0 ) ; balances [ msg . sender ] = safeSub ( balances [ msg . sender ] , _value ) ; balances [ _to ] = safeAdd ( balances [ _to ] , _value ) ; emit Transfer ( msg . sender , _to , _value ) ; return true ; }",` _value ` tokens will be sended to ` _to `
4256,"function donate ( uint64 giverId , uint64 receiverId , address token , uint _amount ) whenNotPaused payable public { require ( giverId != 0 ) ; require ( receiverId != 0 ) ; uint amount = _receiveDonation ( token , _amount ) ; emit Donate ( giverId , receiverId , token , amount ) ; }",It is not recommened to call this function outside of the giveth dapp ( giveth.io ) this function is bridged to a side chain .
4257,function removeMinter ( address _who ) public onlyValidator { _removeMinter ( _who ) ; },Removes the necessary permissions for a user to mint tokens .
4258,"function approve ( address _spender , uint256 _value ) public returns ( bool success ) { allowance [ msg . sender ] [ _spender ] = _value ; Approval ( msg . sender , _spender , _value ) ; return true ; }",Allows ` _spender ` to spend no more than ` _value ` tokens in your behalf
4259,function getInt ( bytes32 _key ) public view returns ( int _value ) { return intStorage [ _key ] ; },Get value for Int associated with bytes32 id key
4260,"function changeExpiryLimit ( uint256 _newExpiry ) public onlyOwner { require ( _newExpiry >= 1 days , ""Expiry should greater than or equal to 1 day"" ) ; uint256 _oldExpiry = expiryLimit ; expiryLimit = _newExpiry ; emit LogChangeExpiryLimit ( _oldExpiry , _newExpiry ) ; }",Change the expiry time for the token symbol
4261,"function buyout ( uint256 _gameIndex , bool startNewGameIfIdle , uint256 x , uint256 y ) public payable { _processGameEnd ( ) ; if ( ! gameStates [ gameIndex ] . gameStarted ) { require ( ! paused ) ; if ( allowStart ) { allowStart = false ; } else { require ( canStart ( ) ) ; } require ( startNewGameIfIdle ) ; _setGameSettings ( ) ; gameStates [ gameIndex ] . gameStarted = true ; gameStates [ gameIndex ] . gameStartTimestamp = block . timestamp ; gameStates [ gameIndex ] . penultimateTileTimeout = block . timestamp + gameSettings . initialActivityTimer ; Start ( gameIndex , msg . sender , block . timestamp , gameStates [ gameIndex ] . prizePool ) ; PenultimateTileTimeout ( gameIndex , gameStates [ gameIndex ] . penultimateTileTimeout ) ; } if ( startNewGameIfIdle ) { require ( _gameIndex == gameIndex || _gameIndex . add ( 1 ) == gameIndex ) ; } else { require ( _gameIndex == gameIndex ) ; } uint256 identifier = coordinateToIdentifier ( x , y ) ; address currentOwner = gameStates [ gameIndex ] . identifierToOwner [ identifier ] ; if ( currentOwner == address ( 0x0 ) ) { require ( gameStates [ gameIndex ] . gameStartTimestamp . add ( gameSettings . initialActivityTimer ) >= block . timestamp ) ; } else { require ( gameStates [ gameIndex ] . identifierToTimeoutTimestamp [ identifier ] >= block . timestamp ) ; } uint256 price = currentPrice ( identifier ) ; require ( msg . value >= price ) ; uint256 [ ] memory claimedSurroundingTiles = _claimedSurroundingTiles ( identifier ) ; _calculateAndAssignBuyoutProceeds ( currentOwner , price , claimedSurroundingTiles ) ; uint256 timeout = tileTimeoutTimestamp ( identifier , msg . sender ) ; gameStates [ gameIndex ] . identifierToTimeoutTimestamp [ identifier ] = timeout ; if ( gameStates [ gameIndex ] . lastTile == 0 || timeout >= gameStates [ gameIndex ] . identifierToTimeoutTimestamp [ gameStates [ gameIndex ] . lastTile ] ) { if ( gameStates [ gameIndex ] . lastTile != identifier ) { if ( gameStates [ gameIndex ] . lastTile != 0 ) { gameStates [ gameIndex ] . penultimateTileTimeout = gameStates [ gameIndex ] . identifierToTimeoutTimestamp [ gameStates [ gameIndex ] . lastTile ] ; PenultimateTileTimeout ( gameIndex , gameStates [ gameIndex ] . penultimateTileTimeout ) ; } gameStates [ gameIndex ] . lastTile = identifier ; LastTile ( gameIndex , identifier , x , y ) ; } } else if ( timeout > gameStates [ gameIndex ] . penultimateTileTimeout ) { gameStates [ gameIndex ] . penultimateTileTimeout = timeout ; PenultimateTileTimeout ( gameIndex , timeout ) ; } _transfer ( currentOwner , msg . sender , identifier ) ; gameStates [ gameIndex ] . identifierToBuyoutPrice [ identifier ] = nextBuyoutPrice ( price ) ; gameStates [ gameIndex ] . numberOfTileFlips ++ ; Buyout ( gameIndex , msg . sender , identifier , x , y , block . timestamp , timeout , gameStates [ gameIndex ] . identifierToBuyoutPrice [ identifier ] , gameStates [ gameIndex ] . prizePool ) ; uint256 excess = msg . value - price ; if ( excess > 0 ) { msg . sender . transfer ( excess ) ; } }",Buy the current owner out of the tile .
